Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
60, 1.00000, 15018.7, -3.34578, 14896.3, -124.444, 14916.7, 116.031, 9.98276, 78.9903, 9.45358, -57.7999, 9.66696, -166.001
60, 1.00000, 15018.7, -3.34578, 14896.3, -124.444, 14916.7, 116.031, 9.98276, 78.9903, 9.45358, -57.7999, 9.66696, -166.001
60, 1.00000, 15018.7, -3.34578, 14896.3, -124.444, 14916.7, 116.031, 9.98276, 78.9903, 9.45358, -57.7999, 9.66696, -166.001
180, 3.00000, 15.9126, 33.3154, 17.8626, -72.5742, 18.1379, 162.937, 0.0344305, 121.456, 0.037609, 12.3894, 0.0387736, -109.726
180, 3.00000, 15.9126, 33.3154, 17.8626, -72.5742, 18.1379, 162.937, 0.0344305, 121.456, 0.037609, 12.3894, 0.0387736, -109.726
60, 1.00000, 15018.7, -3.34578, 14896.3, -124.444, 14916.7, 116.031, 0.0344305, 121.456, 0.037609, 12.3894, 0.0387736, -109.726
300, 5.00000, 20.5043, -12.2379, 27.0123, -131.23, 25.0759, 99.1763, 0.0751802, 76.5918, 0.0979939, -43.9969, 0.0917178, -172.381
300, 5.00000, 20.5043, -12.2379, 27.0123, -131.23, 25.0759, 99.1763, 0.0751802, 76.5918, 0.0979939, -43.9969, 0.0917178, -172.381
60, 1.00000, 15018.7, -3.34578, 14896.3, -124.444, 14916.7, 116.031, 0.0751802, 76.5918, 0.0979939, -43.9969, 0.0917178, -172.381
420, 7.00000, 9.60856, -64.1215, 10.51, 172.374, 9.65381, 52.7156, 0.0500418, 24.815, 0.0544858, -99.6231, 0.0503064, 141.421
420, 7.00000, 9.60856, -64.1215, 10.51, 172.374, 9.65381, 52.7156, 0.0500418, 24.815, 0.0544858, -99.6231, 0.0503064, 141.421
60, 1.00000, 15018.7, -3.34578, 14896.3, -124.444, 14916.7, 116.031, 0.0500418, 24.815, 0.0544858, -99.6231, 0.0503064, 141.421
540, 9.00000, 4.89322, -78.4793, 5.09923, 160.239, 4.8954, 41.6778, 0.0333076, 10.3809, 0.0346819, -111.371, 0.0334155, 130.438
540, 9.00000, 4.89322, -78.4793, 5.09923, 160.239, 4.8954, 41.6778, 0.0333076, 10.3809, 0.0346819, -111.371, 0.0334155, 130.438
60, 1.00000, 15018.7, -3.34578, 14896.3, -124.444, 14916.7, 116.031, 0.0333076, 10.3809, 0.0346819, -111.371, 0.0334155, 130.438
660, 11.00000, 3.04717, -84.2978, 3.11408, 155.756, 3.02957, 37.3772, 0.0258592, 4.37385, 0.0264951, -115.592, 0.0258296, 126.107
660, 11.00000, 3.04717, -84.2978, 3.11408, 155.756, 3.02957, 37.3772, 0.0258592, 4.37385, 0.0264951, -115.592, 0.0258296, 126.107
60, 1.00000, 15018.7, -3.34578, 14896.3, -124.444, 14916.7, 116.031, 0.0258592, 4.37385, 0.0264951, -115.592, 0.0258296, 126.107
780, 13.00000, 1.97465, -87.7516, 1.98732, 153.272, 1.93773, 35.1043, 0.0202859, 0.622693, 0.0205462, -117.837, 0.0200254, 123.763
780, 13.00000, 1.97465, -87.7516, 1.98732, 153.272, 1.93773, 35.1043, 0.0202859, 0.622693, 0.0205462, -117.837, 0.0200254, 123.763
60, 1.00000, 15018.7, -3.34578, 14896.3, -124.444, 14916.7, 116.031, 0.0202859, 0.622693, 0.0205462, -117.837, 0.0200254, 123.763
900, 15.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
900, 15.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60, 1.00000, 15018.7, -3.34578, 14896.3, -124.444, 14916.7, 116.031, 0, 0, 0, 0, 0, 0
1020, 17.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1020, 17.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60, 1.00000, 15018.7, -3.34578, 14896.3, -124.444, 14916.7, 116.031, 0, 0, 0, 0, 0, 0
1140, 19.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1140, 19.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60, 1.00000, 15018.7, -3.34578, 14896.3, -124.444, 14916.7, 116.031, 0, 0, 0, 0, 0, 0
1260, 21.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1260, 21.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60, 1.00000, 15018.7, -3.34578, 14896.3, -124.444, 14916.7, 116.031, 0, 0, 0, 0, 0, 0
1380, 23.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1380, 23.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60, 1.00000, 15018.7, -3.34578, 14896.3, -124.444, 14916.7, 116.031, 0, 0, 0, 0, 0, 0
1500, 25.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1500, 25.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
