Freq, Harmonic, V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
60, 1.00000, 15094.7, -0.00098229, 15094.7, -120.001, 15094.8, 119.999, 50.8276, -12.6821, 43.4658, -127.482, 40.0104, 117.448
60, 1.00000, 15094.7, -0.00098229, 15094.7, -120.001, 15094.8, 119.999, 50.8276, -12.6821, 43.4658, -127.482, 40.0104, 117.448
60, 1.00000, 15094.7, -0.00098229, 15094.7, -120.001, 15094.8, 119.999, 50.8276, -12.6821, 43.4658, -127.482, 40.0104, 117.448
180, 3.00000, 0.00564865, 75.4162, 0.00590694, -43.5546, 0.005887, -164.843, 0.339161, 168.686, 0.360835, 49.552, 0.357553, -70.8077
180, 3.00000, 0.00564865, 75.4162, 0.00590694, -43.5546, 0.005887, -164.843, 0.339161, 168.686, 0.360835, 49.552, 0.357553, -70.8077
60, 1.00000, 15094.7, -0.00098229, 15094.7, -120.001, 15094.8, 119.999, 0.339161, 168.686, 0.360835, 49.552, 0.357553, -70.8077
300, 5.00000, 0.00539134, 43.3416, 0.00586555, -84.8625, 0.005014, 155.061, 0.195035, 135.652, 0.213867, 6.81852, 0.183821, -112.554
300, 5.00000, 0.00539134, 43.3416, 0.00586555, -84.8625, 0.005014, 155.061, 0.195035, 135.652, 0.213867, 6.81852, 0.183821, -112.554
60, 1.00000, 15094.7, -0.00098229, 15094.7, -120.001, 15094.8, 119.999, 0.195035, 135.652, 0.213867, 6.81852, 0.183821, -112.554
420, 7.00000, 0.00227621, 52.7107, 0.00197002, -64.1548, 0.00224934, -178.728, 0.0590668, 144.22, 0.0513283, 27.1575, 0.0586583, -87.1186
420, 7.00000, 0.00227621, 52.7107, 0.00197002, -64.1548, 0.00224934, -178.728, 0.0590668, 144.22, 0.0513283, 27.1575, 0.0586583, -87.1186
60, 1.00000, 15094.7, -0.00098229, 15094.7, -120.001, 15094.8, 119.999, 0.0590668, 144.22, 0.0513283, 27.1575, 0.0586583, -87.1186
540, 9.00000, 0.0024933, 76.6214, 0.00248252, -39.1976, 0.00263986, -160.467, 0.050289, 167.612, 0.0504699, 51.8466, 0.053417, -69.0536
540, 9.00000, 0.0024933, 76.6214, 0.00248252, -39.1976, 0.00263986, -160.467, 0.050289, 167.612, 0.0504699, 51.8466, 0.053417, -69.0536
60, 1.00000, 15094.7, -0.00098229, 15094.7, -120.001, 15094.8, 119.999, 0.050289, 167.612, 0.0504699, 51.8466, 0.053417, -69.0536
660, 11.00000, 0.00284027, 82.3735, 0.00287798, -34.8547, 0.00296273, -156.113, 0.0468761, 173.053, 0.047946, 56.033, 0.0489775, -64.8584
660, 11.00000, 0.00284027, 82.3735, 0.00287798, -34.8547, 0.00296273, -156.113, 0.0468761, 173.053, 0.047946, 56.033, 0.0489775, -64.8584
60, 1.00000, 15094.7, -0.00098229, 15094.7, -120.001, 15094.8, 119.999, 0.0468761, 173.053, 0.047946, 56.033, 0.0489775, -64.8584
780, 13.00000, 0.00286771, 84.0672, 0.00290259, -33.6772, 0.00295149, -154.564, 0.0400801, 174.477, 0.0409815, 57.1615, 0.0411953, -63.4242
780, 13.00000, 0.00286771, 84.0672, 0.00290259, -33.6772, 0.00295149, -154.564, 0.0400801, 174.477, 0.0409815, 57.1615, 0.0411953, -63.4242
60, 1.00000, 15094.7, -0.00098229, 15094.7, -120.001, 15094.8, 119.999, 0.0400801, 174.477, 0.0409815, 57.1615, 0.0411953, -63.4242
900, 15.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
900, 15.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60, 1.00000, 15094.7, -0.00098229, 15094.7, -120.001, 15094.8, 119.999, 0, 0, 0, 0, 0, 0
1020, 17.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1020, 17.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60, 1.00000, 15094.7, -0.00098229, 15094.7, -120.001, 15094.8, 119.999, 0, 0, 0, 0, 0, 0
1140, 19.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1140, 19.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60, 1.00000, 15094.7, -0.00098229, 15094.7, -120.001, 15094.8, 119.999, 0, 0, 0, 0, 0, 0
1260, 21.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1260, 21.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60, 1.00000, 15094.7, -0.00098229, 15094.7, -120.001, 15094.8, 119.999, 0, 0, 0, 0, 0, 0
1380, 23.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1380, 23.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60, 1.00000, 15094.7, -0.00098229, 15094.7, -120.001, 15094.8, 119.999, 0, 0, 0, 0, 0, 0
1500, 25.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1500, 25.00000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
